num_contrato,NumeroAvance,FechaAvance,SituacionContrato,ComentarioAvance,ComentarioGral,FechaTerminacionEstimada,SituacionContratistaPersonal,SituacionContratistaMateriales,SituacionContratistaMaquinara,SituacionContratistaEqIntPermanente,SituacionContratistaCalidad,SituacionSCAMProyecto,SituacionSCAMEstimaciones,SituaiconSCAMPreciosUnitarios,SituacionSCAMConveniosTramites,SituacionSCAMOtros,FotoPrincipal,Id_import,AvFis,AvFin,AvProg,avance,,,
SIDUR-PF-18-296.1500,10,20190411,1,,,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13617,54.67,NULL,NULL,NULL,,,
SIDUR-PF-17-227.987,56,20190413,1,,,NULL,1,1,1,1,1,3,1,1,1,1,NULL,13618,34.67,NULL,NULL,NULL,,,
SIDUR-ED-18-001.1086,56,20190413,2,"ANÁLISIS DE PRECIOS FUERA DE PRESUPUESTO, REVISIÓN DE PROYECTO, REVISIÓN DE VOLUMETRÍAS E IMPLEMENTACIÓN Y VIGILANCIA DE LA NORMATIVA DE SEGURIDAD E HIGIENE EN LA OBRA, SE REALIZARON PRUEBAS DE LABORATORIO A LAS DIFERENTES ACTIVIDADES DE LA OBRA (CONTROLES DE REVENIMIENTO Y TEMPERATURA DE CONCRETO PARA ESTRUCTURA), EN VIGILANCIA DEL CUMPLIMIENTO DE LAS ESPECIFICACIONES DE CONSTRUCCIÓN DEL PROYECTO PARA CADA UNO DE LOS CONCEPTOS EN PROCESO DE EJECUCIÓN, CONTROL TOPOGRÁFICO, EJES DE TRAZO PARA INSTALACIONES, SE REALIZAN TRABAJOS DE REVISIÓN DE GENERADORES, ELABORACIÓN DE MINUTAS DE TRABAJOS, JUNTAS PARA RESOLVER DUDAS Y PROGRAMACIÓN DE OBRA, REVISIONES DEL PROYECTO POR PERSONAL ESPECIALIZADO DE SUPERVISIÓN, DE LAS ÁREAS DE INSTALACIONES HIDRÁULICAS, ELECTRICIDAD, GAS NATURAL Y AIRE ACONDICIONADO.",,NULL,3,2,2,2,1,3,3,3,3,3,NULL,13619,20.14,NULL,NULL,NULL,,,
SIDUR-PF-18-097.1311,24,20190411,5,OBRA FUERA DE PROGRAMA,"SE CONTINUA CON EL COLADO DE GUARNICIONES TIPO ""L"", FALTANDO POR EJECUTAR  120.0 M.L., ASI MISMO FALTA EL COLADO DE CURVAS DE GUARNICIONES, APROCHES Y DENTELLONES EN CRUCEROS, Y  EL SEÑALAMIENTO (PINTURA Y ALTOS), OBRA ESTIMADA Y PAGADA  ",NULL,3,3,4,4,3,5,1,3,3,3,NULL,13620,93,NULL,NULL,NULL,,,
SIDUR-PF-18-220.1497,12,20190411,1,"SE TRABAJO CON LOS TRAMOS DEL POZO 30 AL 29 (80.42) Y DEL 29 AL 27 (129.68) DEL FRENTE 1, DEL POZO 27 AL 26 (156 ML) FRENTE 2 y DEL 26 AL 25 (91.4 ML)  Y DEL 25 AL 24  (112.5 ML) JUSTO ANTES DEL CRUCE DE CFE, DEL 24 AL 23 (60 ML), DEL 23  AL 22 (117 ML), DEL 22 AL 21 (132 ML), DEL 21 AL 20 (29 ML) Y DEL 20 AL 19 CON (118 ML) CON DEMOLICION Y RETIRO DE CARPETA, EXCAVACION, RETIRO DE ESCOMBRO Y MATERIAL QUE SE REUTILIZARA PARA RELLENO, COLOCACION DE TUBO, RELLENO A BASE DE FILTRO DE GRAVA 30 CMS SOBRE EL LOMO DEL TUBO DESDE LA PLANTILLA, 1 MTS DE ARENA Y RELLENO COMPACTADO CON MATERIAL PRODUCTO DE EXCAVACION PREVIO, PAPEO, HOMEGENIZACION Y SUS RESPECTIVOS ACARREOS, LOS TRABAJOS QUE SE EJECUTAN SON SOLO LOS DEL CRUCERO DE COLOSIO Y SOLIDARIDAD DONDE SE ESTA REUBICANDO CAMELLON CENTRAL A PETICION DEL H. AYUNTAMIENTO EL CUAL SE TIENE YA LA BASE PARA IMPREGNAR","SE DIO INICIO A LA OBRA 3 DE DICIEMBRE, SE SUMINISTRO TUBERIA DE 42"", ADEMAS SE TRABAJO EN LA SEÑALIZACION DE LA OBRA DE DESVIO YA SE TIENEN TRABAJOS  HASTA EL BLVD LA  CALLE ATARDECERES Y DE AHI HASTA  EL CRUCERO DEL SOLIDARIDAD, SE CONTINUA CON EL SUMINISTRO DE TUBERIA DE 42"" Y DE 8"" Y POZOS DE VISITA, ESTA EN TRAMITE FPS Y ESCALATORIAS, SE TIENEN TRAMITADAS 5 ESTIMACIONES Y ESTA LA 6 y 7 EN PROCESO. OJO SI EL RECURSO DEL FONDO MINERO NO SE  PAGA NO SE RECUPERARA EL AVANCE,  LO QUE SE HABIA  GANADO DE TIEMPO SE PERDERA. SOLO SE HAN PAGADO EST 1 Y 3 Y CONTRATISTA CADA VEZ RECIENTE MAS LA FALTA DE PAGO SE HAN TRAMITADO 8 ESTIMACIONES POR UN MONTO TOTAL DE $22,263,371.51, ACTIVIDADES MINIMIZADAS",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13621,72.21,NULL,NULL,NULL,,,
SIDUR-ED-17-115.778,26,20190412,1,TERMINACION PROGRAMADA DE LA OBRA EL 10 DE MARZO DEL 2018,"PARA ESTE LUNES 15 DE ABRIL DEL 2019 SE TIENE PROGRAMADO UNA REUNIÓN CON EL ING MARCOS LUCERO PARA ANALIZAR Y DETERMINAR LA TERMINACIÓN DE LA OBRA, SE LE TIENEN RETENIDAS DOS ESTIMACIONES PARA FINIQUITAR LA OBRA POR ESO ES IMPORTANTE LA REUNIÓN PARA PRESIONAR Y LLEGAR A ACUERDOS, LA OBRA DEBIÓ HABER TERMINADO DESDE EL MES DE ABRIL. EL AVANCE ES EL MISMO NO SE A MODIFICADO , AHORITA NO SE CUENTA CON PERSONAL EN OBRA.",NULL,3,3,3,4,3,3,4,0,3,0,NULL,13623,99.14,NULL,NULL,NULL,,,
SIDUR-PF-18-223.1498,6,20190318,5,"SE TIENE OFICIO SOLICITANDO CAMBIO DE SECCIONADOR POR PARTE DE PROSONORA Y FALTA AUTORIZAR ALCANCES DE OBRA AUN DE QUE SE EJECUTARON, ENTRE ELLOS EL ASUNTO DE LOS M2 DE VIALIDAD YA QUE EL CONTRATO MENCIONA 6,118 M2 Y EN CATALOGO VIENEN MAS DE 13 MIL M2, DE HECHO YA SE  TIENEN RESUELTO EL 100% . VA LENTA LA EMPRESA EN COBRO, YA SE TRAMITARON FPS PENDIENTES DE SECCIONADOR NUEVO, CANALIZACION Y REGISTROS DE LINEA DE MEDIA TENSION","SE TIENEN TRABAJOS EN LA ELECTRONICOS HASTA COLADO DE LOSAS, MANUFACTURERA  COLADOS DE LOSA, ENSAMBLES AGUA Y ALCANTARILLADO.",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13624,34.37,NULL,NULL,NULL,,,
SIDUR-PF-19-005.1610,7,20190412,1,"se continua  con trabajos de calafateo y preparación para reparación de baches en calle faustino felix , en calle siete se continua con trabajos de reparacion  de baches ","el día 21 de marzo de 2019 se deposita anticipo correspondiente de obra,trabajos considerados en calle siete se considera no iniciarlos y realizar un estimado de lo que se va ejecutar en conceptos generales de obra, para verificar alcances y ver la posibilidad de considerar trabajos de rehabilitación de infraestructura existente en calle siete , continuandose con trabajos en calle 14 Y Faustino felix",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13625,4.45,NULL,NULL,NULL,,,
SIDUR-ED-18-290.1556,13,20190412,1,"Se terminan  trabajos de cortes en plafón  para colocación de lámparas en espera suministro de lamparas, se construye banqueta perimetral de edificio  , se colocaron la totalidad de pagadores sencillos y dobles, se fabrica cancelarìa de aluminio en talleres de contratista y puertas de madera en  talleres de contratista","SE PAGO ANTICIPO EL DIA 28 DE FEBRERO 2019, SE ENTREGO PERMISO DE CONSTRUCCIÓN DE OBRA,EN  TRAMITO DE CONVENIO SIDUR-ED-18-290-C2 CON PERIODO DE EJECUCION DEL DIA 01 DE MARZO L 28 DE JUNIO DEL 2019",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13626,8.81,NULL,NULL,NULL,,,
SIDUR-PF-18-103.1253,15,20190412,1,,"obra terminada , acta de entrega en firmas con ayuntamiento documentos de cierre en proceso",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13627,100,NULL,NULL,NULL,,,
SIDUR-PF-18-103.1257,12,20190412,1,,"obra terminada , acta de entrega en firmas con ayuntamiento documentos de cierre en proceso",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13628,100,NULL,NULL,NULL,,,
SIDUR-PF-18-103.1257,13,20190412,1,,"obra terminada , acta de entrega en firmas con ayuntamiento documentos de cierre en proceso",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13629,100,NULL,NULL,NULL,,,
SIDUR-PF-18-219.1496,14,20190412,1,"se han realizado trabajos de colocación de sello , se colocan señalizaciòn correspondiente a corredor seguro, e realizan trabajos de pintura de cruce peatonales trabajos de retiro de gravilla suelta en áreas generales, ",se esta realizando corrida de conceptos ejercidos por supervisiòn  externa para determinara recurso disponible .,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13630,92.18,NULL,NULL,NULL,,,
SIDUR-ED-17-003.595,85,20190411,4,,"LA CONTRATISTA TIENE PROGRAMADO LOS CURSOS PARA EL PERSONAL QUE LABORA EN LA CASETA DE PEAJE LOS DIAS 15 Y 16 DE ESTE MES, CON LA FINALIDAD DE IR ENTREGANDO LOS SOFTWARE DE FUNCIONAMIENTO DEL SISTEMA DE COBRO.",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13631,99.62,NULL,NULL,NULL,,,
SIDUR-ED-18-034.1125,36,20190411,4,,"LA CONTRATISTA NO HA REALIZADO ACTIVIDADES, PARA CONCLUIR LOS TRABAJOS FALTA EL SEMBRADO DEL PASTO.",NULL,4,4,4,4,0,2,2,2,2,0,NULL,13632,94.94,NULL,NULL,NULL,,,
SIDUR-ED-18-297.1583,8,20190411,2,"LA CONTRATISTA TRABAJA EN LA LINEA DE CONDUCCIÓN DE LA CALLE 18 A LA CALLE 17, ASÍ MISMO SE REALIZA LA COLOCACIÓN DE TOMAS DOMICILIARIAS Y DESCARGAS DOMICILIARIAS DE LA CALLE 20 A LA CALLE 19.",,NULL,2,2,2,2,2,2,2,2,2,0,NULL,13633,12.4,NULL,NULL,NULL,,,
SIDUR-PF-18-205.1482,16,20190415,1,,Revisar avance real con el Ing. Olivarria,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13634,65.4,NULL,NULL,NULL,,,
SIDUR-PF-18-189.1365,21,20190119,1,,se hace convenio de reducción de monto debido a cambio de proyecto por parte de CFE  en el cual se cambia la ruta a seguir siendo esta mas corta que la de catalogo original por lo que origina este convenio.para que quede funcionando esta obra hace falta un seccionador y sus preparativos el cual se realizara un contrato aparte,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13636,100,NULL,NULL,NULL,,,
SIDUR-PF-18-287.1577,1,20190417,3,"LA OBRA PRESENTA ATRASO DEBIDO A QUE NO SE HAN LIBERADO AL 100 % LOS TERRENOS PARA LA PAVIMENTACION, POR LO QUE SOLO SE TRABAJA EN EL AREA DISPONOBLE HASTA EL MOMENRO EL AVANCE REAL ES DEL 1.10 % CONTRA EL 4.0 % DE PROGRAMA","SE LLEVA A CABO LA CONSTRUCCION DE PUENTE SOBRE CANAL EN BLB. QUIROGA, TENIENDOSE A LA FECHA  COLADAS:  LA PLANTILLA, ZAPATA Y COLUMNAS  DEL LADO ORIENTE,  ASI MISMO SE TIENE COLADA LA PLANTILLA, ZAPATA Y CUATRO COLUMNAS DEL LADO PONIENTE, SE TRABAJA EN EL ARMADO Y CIMBRADO DE CUATRO COLUMAS MAS,  SE TRABAJA EN EL RELLENO COMPACTADO EN EL LADO ORIENTE , ASI MISMO SE LLEVA A CABO  EL DESPALME Y RETIRO DE MATERIAL  EN EL AREA  DISPONIBLE PARA LA PAVIMENTACION .",NULL,2,2,2,3,2,3,4,4,3,0,NULL,13637,1.1,NULL,NULL,NULL,,,
SIDUR-PF-18-097.1311,25,20190417,5,"OBRA FUERA DE PROGRAMA, PAGADA AL 100 %, EL DIA 30 DE MARZO DEL 2018, VENCIMIENTO DEL PROGRAMA 15 DE MARZO DEL 2019","SE CONCLUYE CON EL COLADO DE GUARNICIONES, FALTANDO AUN LAS CURVAS DE  GUARNICIONES, DENTELLONES Y SEÑALAMIENTO",NULL,3,3,3,4,3,5,1,3,3,0,NULL,13638,97,NULL,NULL,NULL,,,
SIDUR-PF-19-003.1609,7,20190421,1,SE REGISTRA AVANCE DEL 26% RESPECTO AL PROGRAMA DE OBRA.,"SE CONTINÚAN LOS TRABAJOS DE BACHEO,RENIVELCIONES ASFÁLTICAS Y COLOCACIÓN DE MICRO CARPETA ASFÁLTICA DE 3 CMS DE ESPESOR EN BLVD CTM ENTRE MICHOACAN Y CALLE LEANDRO SOTO. LA CALLE MICHOACAN NO SE A INICIADO SE REGISTRA BUEN AVANCE EN LA OBRA.",NULL,1,1,1,1,1,1,1,1,1,1,NULL,13639,26,NULL,NULL,NULL,,,
SIDUR-ED-17-248.1065,35,20190421,3,AVANCE 98.53%,SE TERMINA EL COLLADO DE LOA¿SA EN CRUCERO DE BLVD RAMIREZ Y TABASCO PENDIENTES LOS APROCHES CON CARPETA ASFÁLTICOS CRUCEROS DE 5 DE FEBRERO Y PASEO LAS PALMAS Y BLVD MORENOS Y CALLE SAHUARIPA NO SE HAN INICIADO.,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13640,98.53,NULL,NULL,NULL,,,
SIDUR-ED-17-003.595,86,20190419,3,SE REALIZO POR PARTE DE LA CONTRATISTA LA CAPACITACIÓN A LOS CAJEROS DE LA UTILIZACIÓN DEL SISTEMA DE COBRO.,,NULL,3,3,3,3,0,2,2,2,2,0,NULL,13641,99.62,NULL,NULL,NULL,,,
SIDUR-ED-18-034.1125,37,20190419,4,"LA CONTRATISTA NO HA REALIZADO ACTIVIDADES, SE COMPROMETE REITERATIVAMENTE A REALIZAR EL SEMBRADO DEL PASTO; SIENDO ESTA ACTIVIDAD LA FALTANTE PARA CONCLUIR LOS TRABAJOS. ",,NULL,4,4,4,4,0,2,2,2,2,0,NULL,13642,94.94,NULL,NULL,NULL,,,
SIDUR-ED-18-297.1583,9,20190419,2,LA CONTRATISTA REALIZA LA COLOCACIÓN DE RED DE AGUA POTABLE DE LA CALLE 22 A LA CALLE 17, LAS TOMAS DOMICILIARIAS SE ENCUENTRAN CONSTRUIDAS DE LA CALLE 22 A LA CALLE 17, Y LAS DESCARGAS DOMICILIARIAS DE LA CALLE 22 A LA CALLE 18, EN LA PARTIDA DE TERRACERIAS SE INFORMA QUE SE SUMINISTRO MATERIAL DE BANCO Y SE CONSTRUYE LA SUBRASANTE DE LA CALLE 22 A LA CALLE 19.,,NULL,2,2,2,2,2,2,2,2,2,0,NULL,13643,15.5,NULL,NULL,NULL
SIDUR-ED-18-291.1369,1,20190422,1,,"En la Obra solo falta la construcción de las oficinas, mismas que se realizaran fuera de este contrato",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13644,55,NULL,NULL,NULL,,,
SIDUR-ED-18-135.1357,11,20190422,1,,Residente revisar avances,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13646,61.32,NULL,NULL,NULL,,,
SIDUR-PF-18-280.1560,4,20190422,1,SE ESTA TRABAJANDO RECARGUE DE BASE EN LOS BACHE DE VERTEDOR EN EL CADENA MIENTO TERCER CARRIL 1 058 AL 1.380,,NULL,1,1,1,1,1,1,1,1,1,0,NULL,13647,4,NULL,NULL,NULL,,,
SIDUR-PF-18-248.1508,2,20190209,1," SE TRABAJA EN EL CONTROL DE CALIDAD Y TOPOGRAFIA DE LAS CALLES MANUFACTURA Y ELECTRONICOS, ADEMAS SE CONTINUAN  LOS MUESTREOS DE LOS RELLENOS DE LA INSTALACION HIDRAULICA Y SANITARIA ASI COMO EL TRAZO DE LOS EJES DE LAS VIALIDADES Y SUS INSTALACIONES","SE CONTINUAN  ACTIVIDADES, SE TRABAJA EN EL CONTROL DE CALIDAD Y TOPOGRAFIA DE LAS CALLES MANUFACTURA Y ELECTRONICOS",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13648,43.34,NULL,NULL,NULL,,,
SIDUR-PF-18-281.1566,3,20190422,1,SE TRABAJA EN COLADO DE MUROS  EN EL TRAMO DEL CONDUCTO CERRADO,,NULL,1,1,1,1,1,1,1,1,1,0,NULL,13649,12.06,NULL,NULL,NULL,,,
SIDUR-PF-19-004.1608,2,20190422,1,SE TRABAJA EN BACHEO,,NULL,1,1,1,1,1,1,1,1,1,0,NULL,13650,1.65,NULL,NULL,NULL,,,
SIDUR-PF-18-248.1507,2,20190209,1,"SE TRABAJA EN LA SUPERVISION DE  LA INSTALACION DE TUBERIA HIDRAULICA Y SANITARIA Y SUS RELLENOS  DE LA CALLE MANUFACTURA, ADEMAS DEL SANITARIO EN LA AV.  ENSAMBLES, EN EL BLVD ELECTRONICO SE TRABAJO SUBRASANTE Y COLARON GUARNICIONES","SE CONTINUAN ACTIVIDADES DE LOS TRABAJOS DE SUPERVISION DE LAS CALLES MANUFACTURA, BLVD  ELECTRONICOS , Y  AV DE LOS  ENSAMBLES",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13651,31.13,NULL,NULL,NULL,,,
SIDUR-ED-18-001.1086,57,20190420,2,"ANÁLISIS DE PRECIOS FUERA DE PRESUPUESTO, REVISIÓN DE PROYECTO, REVISIÓN DE VOLUMETRÍAS E IMPLEMENTACIÓN Y VIGILANCIA DE LA NORMATIVA DE SEGURIDAD E HIGIENE EN LA OBRA, SE REALIZARON PRUEBAS DE LABORATORIO A LAS DIFERENTES ACTIVIDADES DE LA OBRA (CONTROLES DE REVENIMIENTO Y TEMPERATURA DE CONCRETO PARA ESTRUCTURA), EN VIGILANCIA DEL CUMPLIMIENTO DE LAS ESPECIFICACIONES DE CONSTRUCCIÓN DEL PROYECTO PARA CADA UNO DE LOS CONCEPTOS EN PROCESO DE EJECUCIÓN, CONTROL TOPOGRÁFICO, EJES DE TRAZO PARA INSTALACIONES, SE REALIZAN TRABAJOS DE REVISIÓN DE GENERADORES, ELABORACIÓN DE MINUTAS DE TRABAJOS, JUNTAS PARA RESOLVER DUDAS Y PROGRAMACIÓN DE OBRA, REVISIONES DEL PROYECTO POR PERSONAL ESPECIALIZADO DE SUPERVISIÓN, DE LAS ÁREAS DE INSTALACIONES HIDRÁULICAS, ELECTRICIDAD, GAS NATURAL Y AIRE ACONDICIONADO",,NULL,2,2,3,2,2,3,2,2,3,2,NULL,13652,20.51,NULL,NULL,NULL,,,
SIDUR-PF-17-227.987,57,20190420,1,,"A LA FECHA EL PROYECTO EJECUTIVO NO SE ENCUENTRA COMPLETO, SE CONTINÚAN HACIENDO MODIFICACIONES Y ENTREGA A LA CONTRATISTA CONFORME A LAS NECESIDADES DEL AVANCE DE LA OBRA. (NO SE CUENTAN CON LOS PLANOS AUTORIZADOS PARA LA PROGRAMACIÓN DE LOS SUMINISTROS DE MATERIALES, LOS CUALES ESTÁN OCASIONANDO UN ATRASO EN LAS PARTIDAS PROGRAMADAS).",NULL,1,1,1,1,1,3,1,1,1,1,NULL,13655,35.47,NULL,NULL,NULL,,,
SIDUR-PF-18-127.1255,25,20190424,1,,,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13657,100,NULL,NULL,NULL,,,
SIDUR-PF-18-127.1280,36,20190424,3,,,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13658,100,NULL,NULL,NULL,,,
SIDUR-PF-18-245.1494,11,20190424,2,,hasta la fecha no se ha solucionado las afectaciones de la calle luz valencia al cuarto bordo,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13659,46.18,NULL,NULL,NULL,,,
SIDUR-PF-18-296.1499,12,20190424,1,,,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13661,58.79,NULL,NULL,NULL,,,
SIDUR-PF-18-296.1500,11,20190424,1,,,NULL,0,0,0,0,0,0,0,0,0,0,NULL,13663,61.17,NULL,NULL,NULL,,,
SIDUR-PF-17-227.987,58,20190427,1,"SE CONTINÚAN CON LOS COLADOS DE LOSAS DE AZOTEA EN EL ÁREA DE HOSPITALIZACIÓN, LAS ALBAÑILERÍAS EN LOS TRES EDIFICIOS (CONSULTA EXTERNA, HOSPITALIZACIÓN Y SERVICIOS GENERALES) PLANTA BAJA, PRIMER, SEGUNDO Y TERCER NIVEL, AL IGUAL QUE LOS COLADOS DE RAMPAS PARA ESCALERAS INTERIORES EN EL ÁREA DE CONSULTA EXTERNA Y HOSPITALIZACIÓN.AL MISMO TIEMPO QUE SE CONTINÚAN ACTIVOS LOS FRENTES DE TRABAJO DE LAS PARTIDAS DE INSTALACIONES SANITARIAS, HIDRÁULICAS, AIRE ACONDICIONADO, GASES MEDICINALES, ELÉCTRICAS Y TELECOMUNICACIONES). ASÍ MISMO SE CONTINÚAN LOS TRABAJOS DE MUROS DE FACHADA HEBEL. ","A LA FECHA EL PROYECTO EJECUTIVO NO SE ENCUENTRA COMPLETO, SE CONTINÚAN HACIENDO MODIFICACIONES Y ENTREGA A LA CONTRATISTA CONFORME A LAS NECESIDADES DEL AVANCE DE LA OBRA. (NO SE CUENTAN CON LOS PLANOS AUTORIZADOS PARA LA PROGRAMACIÓN DE LOS SUMINISTROS DE MATERIALES, LOS CUALES ESTÁN OCASIONANDO UN ATRASO EN LAS PARTIDAS PROGRAMADAS).",NULL,1,1,1,1,1,4,1,1,1,1,NULL,13665,36.46,NULL,NULL,NULL,,,
SIDUR-PF-18-220.1497,13,20190815,1,"SE REINICIARON TRABAJOS POR COLAPSOS EN TRAMO PENDIENTE ANTES DE SUSPENSION DEL QUINTERO ARCE HACIA EL ORIENTE 200ML, SE TRABAJARA CON LINEA MADRINA EN UN TRAMO NO CONSIDERADO Y SE REUBICARA LINEA DE 14 DE AGUA POTABLE QUE ESTA SOBRE EJE DEL COLECTOR.","SOLO SE HAN PAGADO EST 1 Y 3 SE HAN TRAMITADO 8 ESTIMACIONES POR UN MONTO TOTAL DE $22,263,371.51, SE EJECUTO SUSPENSION DE OBRA  TOTAL DESDE EL PASADO 1 DE ABRIL POR FALTA DE PAGO, SE REALIZO LA SEGUNDA SUSPENSION A PARTIR DEL DIA 31 DE MAYO AL 29 DE JULIO AUN EN ESPERA DE PAGO. SE REINCIARON LOS TRABAJOS A PARTIR DEL 1 DE AGOSTO ",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13666,76.45,NULL,NULL,NULL,,,
SIDUR-ED-18-289.1555,13,20190425,1,,"CONTRATISTA FINALIZA CON LOS TRABAJOS CONTRATADOS, SE REALIZO INSTALACIÓN DE TRANSFORMADOR, SE REALIZARON TODOS LOS PROCESOS DE VERIFICACIÓN ANTE CFE, FALTA QUE CFE REALICE LA CONEXIÓN.",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13667,100,NULL,NULL,NULL,,,
SIDUR-PF-19-010.1627,2,20190425,1,,"CONTRATISTA INICIA CON TRABAJOS DE INSTALACIÓN DE ATARJEA EN LA CALLE CLUB DE LEONES Y ALLENDE, HACE FALTA EL PLANO DE SEÑALAMIENTO VERTICAL Y BANQUETAS DENTRO AREA DEL SEGURO SOCIAL NUEVO.",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13668,6.6,NULL,NULL,NULL,,,
SIDUR-ED-18-001.1086,58,20190427,2,"ANÁLISIS DE PRECIOS FUERA DE PRESUPUESTO, REVISIÓN DE PROYECTO, REVISIÓN DE VOLUMETRÍAS E IMPLEMENTACIÓN Y VIGILANCIA DE LA NORMATIVA DE SEGURIDAD E HIGIENE EN LA OBRA, SE REALIZARON PRUEBAS DE LABORATORIO A LAS DIFERENTES ACTIVIDADES DE LA OBRA (CONTROLES DE REVENIMIENTO Y TEMPERATURA DE CONCRETO PARA ESTRUCTURA), EN VIGILANCIA DEL CUMPLIMIENTO DE LAS ESPECIFICACIONES DE CONSTRUCCIÓN DEL PROYECTO PARA CADA UNO DE LOS CONCEPTOS EN PROCESO DE EJECUCIÓN, CONTROL TOPOGRÁFICO, EJES DE TRAZO PARA INSTALACIONES, SE REALIZAN TRABAJOS DE REVISIÓN DE GENERADORES, ELABORACIÓN DE MINUTAS DE TRABAJOS, JUNTAS PARA RESOLVER DUDAS Y PROGRAMACIÓN DE OBRA, REVISIONES DEL PROYECTO POR PERSONAL ESPECIALIZADO DE SUPERVISIÓN, DE LAS ÁREAS DE INSTALACIONES HIDRÁULICAS, ELECTRICIDAD, GAS NATURAL Y AIRE ACONDICIONADO.",,NULL,1,1,1,1,1,4,2,2,2,2,NULL,13669,20.86,NULL,NULL,NULL,,,
SIDUR-ED-17-115.778,27,20190425,1,"NO SE TERMINA LA OBRA, PERMANECE SIN AVANCE ESTA SEMANA","SE LLEVA A CABO A REUNIÓN ENTRE CONTRATISTA, ING. CORONADO Y SUPERVISION PARA HACER COMPROMISO Y TERMINAR LA OBRA SE LE TRAMITAN LAS ESTIMACIONES RETENIDAS Y EL CONTRATISTA SE COMPROMETE A LA TERMINACIÓN PRONTA DE LA OBRA , A LA FECHA NO A TERMINADO SE ESTA EN ESPERA DE RECURSOS PARA AVANZAR EN OBRA. ASI MISMO EL CONTRATISTA QUEDO DE TRAER LA SOLICITUD DE RECURSO ADICIONAL YA QUE NO FUE SUFICIENTE EL IMPORTE DEL CONTRATO.",NULL,4,4,4,4,4,4,4,4,4,0,NULL,13670,99.14,NULL,NULL,NULL,,,
SIDUR-PF-19-003.1609,8,20190425,1,AVANCE DE OBRA 27% SE CONTINUA CON BUEN AVANCE RESPECTO AL PROGRAMA DE OBRA.,SE CONTINÚAN LOS TRABAJOS DE RECARPETEO EN BLVD CTM ENTRE MICHOACAN  Y CALLE LEANDRO SOTO..LA CALLE MICHOACAN NO A DADO INICIO  A ESTA FECHA.,NULL,1,1,1,1,1,1,1,1,1,1,NULL,13671,27.06,NULL,NULL,NULL,,,
SIDUR-ED-17-248.1065,36,20190425,3,MISMO AVANCE.,"SE REALIZAN LOS APROCHES EN CRUCERO DE BLVD RAMIREZ Y CALLE TABASCO, EN CRUCERO DE 5 FEBRERO Y PASEO LAS PALMAS SE ESTA. CARRIL PONIENTE DE LA AVENIDA. TRABAJANDO EN LAS TERRACERIAS DEL CARRIL PONIENTE DE LA AVENIDA.",NULL,0,0,0,0,0,0,0,0,0,0,NULL,13672,98.53,NULL,NULL,NULL,,,
SIDUR-PF-18-287.1577,2,20190425,4,"AVANCE MENOR AL PROGRAMADO,  DEBIDO A QUE NO SE HA LIBERADO MAS TRAMO PARA CONTINUAR CON LOS TRABAJOS DE TERRACERIAS","SE CONTINUA CON LA CONSTRUCCION DE PUENTE SOBRE BLV. QUIROGA, POR LO QUE SE LABORA EN EL COLADO DE  ZAPATA DEL LADO PONIENTE,  Y RELLENOS COMPACTADOS EN AREA DE ZAPATA DE LADO ORIENTE, ASI MISMO SE CONTINUA CON EL DESPALME Y RETIRO DE MATERIAL SOBRANTE  EN  EL AREA DEL KM. 3 080 AL KM. 3 620",NULL,2,2,2,3,2,4,4,4,3,4,NULL,13673,1.7,NULL,NULL,NULL,,,
